"generator" "L" "R" "n" "h" "run" "nsols"
"uncorr" 1 50 500 7 2 11
"ascorr" 1 50 50 6 16 10
"ascorr" 1 50 50 7 16 18
"ascorr" 1 50 50 8 16 36852
"ascorr" 1 50 50 9 16 3506
"ascorr" 1 50 50 10 16 253
"ascorr" 1 50 50 11 16 185
"ascorr" 1 50 50 1 17 28
"ascorr" 1 50 50 2 17 82
"ascorr" 1 50 50 3 17 3604
"ascorr" 1 50 50 4 17 2433
"uncorr" 1 50 500 8 2 8
"ascorr" 1 50 50 5 17 2289
"ascorr" 1 50 50 6 17 1
"ascorr" 1 50 50 7 17 278314
"ascorr" 1 50 50 8 17 42974
"ascorr" 1 50 50 9 17 1626
"ascorr" 1 50 50 10 17 799
"ascorr" 1 50 50 11 17 163
"ascorr" 1 50 50 1 18 187
"ascorr" 1 50 50 2 18 315
"ascorr" 1 50 50 3 18 22
"uncorr" 1 50 500 9 2 11
"ascorr" 1 50 50 4 18 5974
"ascorr" 1 50 50 5 18 1
"ascorr" 1 50 50 6 18 1
"ascorr" 1 50 50 7 18 5375
"ascorr" 1 50 50 8 18 965
"ascorr" 1 50 50 9 18 8317
"ascorr" 1 50 50 10 18 177
"ascorr" 1 50 50 11 18 137
"ascorr" 1 50 50 1 19 13
"ascorr" 1 50 50 2 19 2
"uncorr" 1 50 500 10 2 192
"ascorr" 1 50 50 3 19 710
"ascorr" 1 50 50 4 19 3
"ascorr" 1 50 50 5 19 1
"ascorr" 1 50 50 6 19 1
"ascorr" 1 50 50 7 19 432
"ascorr" 1 50 50 8 19 4128
"ascorr" 1 50 50 9 19 23
"ascorr" 1 50 50 10 19 142
"ascorr" 1 50 50 11 19 153
"ascorr" 1 50 50 1 20 5
"uncorr" 1 50 500 11 2 3
"ascorr" 1 50 50 2 20 21
"ascorr" 1 50 50 3 20 46
"ascorr" 1 50 50 4 20 187
"ascorr" 1 50 50 5 20 398
"ascorr" 1 50 50 6 20 123
"ascorr" 1 50 50 7 20 12033
"ascorr" 1 50 50 8 20 1
"ascorr" 1 50 50 9 20 8760
"ascorr" 1 50 50 10 20 1
"ascorr" 1 50 50 11 20 2
"uncorr" 1 50 500 1 3 12
"ascorr" 1 50 50 1 21 146
"ascorr" 1 50 50 2 21 750
"ascorr" 1 50 50 3 21 1636
"ascorr" 1 50 50 4 21 24519
"ascorr" 1 50 50 5 21 13924
"ascorr" 1 50 50 6 21 574
"ascorr" 1 50 50 7 21 47
"ascorr" 1 50 50 8 21 7099
"ascorr" 1 50 50 9 21 673
"ascorr" 1 50 50 10 21 1341
"uncorr" 1 50 500 2 3 18
"ascorr" 1 50 50 11 21 194
"ascorr" 1 50 50 1 22 19
"ascorr" 1 50 50 2 22 4
"ascorr" 1 50 50 3 22 2820
"ascorr" 1 50 50 4 22 17
"ascorr" 1 50 50 5 22 2360
"ascorr" 1 50 50 6 22 8983
"ascorr" 1 50 50 7 22 183
"ascorr" 1 50 50 8 22 410
"ascorr" 1 50 50 9 22 17
"uncorr" 1 50 500 3 3 12
"ascorr" 1 50 50 10 22 1164
"ascorr" 1 50 50 11 22 173
"ascorr" 1 50 50 1 23 52
"ascorr" 1 50 50 2 23 54
"ascorr" 1 50 50 3 23 1546
"ascorr" 1 50 50 4 23 116
"ascorr" 1 50 50 5 23 114
"ascorr" 1 50 50 6 23 6868
"ascorr" 1 50 50 7 23 172
"ascorr" 1 50 50 8 23 197
"uncorr" 1 50 50 4 3 1
"uncorr" 1 50 50 9 23 2
"uncorr" 1 50 500 4 3 1
"ascorr" 1 50 50 9 23 17
"ascorr" 1 50 50 10 23 28
"ascorr" 1 50 50 11 23 3
"ascorr" 1 50 50 1 24 28
"ascorr" 1 50 50 2 24 195
"ascorr" 1 50 50 3 24 3
"ascorr" 1 50 50 4 24 35
"ascorr" 1 50 50 5 24 3207
"ascorr" 1 50 50 6 24 1
"ascorr" 1 50 50 7 24 254
"uncorr" 1 50 500 5 3 36
"ascorr" 1 50 50 8 24 4
"ascorr" 1 50 50 9 24 23
"ascorr" 1 50 50 10 24 552
"ascorr" 1 50 50 11 24 3
"ascorr" 1 50 50 1 25 23
"ascorr" 1 50 50 2 25 415
"ascorr" 1 50 50 3 25 316
"ascorr" 1 50 50 4 25 580
"ascorr" 1 50 50 5 25 1
"ascorr" 1 50 50 6 25 63354
"uncorr" 1 50 500 6 3 135
"ascorr" 1 50 50 7 25 3259
"ascorr" 1 50 50 8 25 39
"ascorr" 1 50 50 9 25 345
"ascorr" 1 50 50 10 25 81
"ascorr" 1 50 50 11 25 181
"ascorr" 1 50 100 1 1 3
"ascorr" 1 50 100 2 1 81780
"ascorr" 1 50 100 3 1 339
"ascorr" 1 50 100 4 1 434
"ascorr" 1 50 100 5 1 184242
"uncorr" 1 50 500 7 3 3
"ascorr" 1 50 100 6 1 54
"ascorr" 1 50 100 7 1 289
"ascorr" 1 50 100 8 1 2996888
"ascorr" 1 50 100 9 1 4128613
"ascorr" 1 50 100 10 1 133272
"ascorr" 1 50 100 11 1 57614
"ascorr" 1 50 100 1 2 4
"ascorr" 1 50 100 2 2 48
"ascorr" 1 50 100 3 2 34
"ascorr" 1 50 100 4 2 45769
"uncorr" 1 50 500 8 3 22
"ascorr" 1 50 100 5 2 455
"ascorr" 1 50 100 6 2 20358
"ascorr" 1 50 100 7 2 3081
"ascorr" 1 50 100 8 2 6905396
"ascorr" 1 50 100 9 2 58046500
"ascorr" 1 50 100 10 2 11746110
"ascorr" 1 50 100 11 2 14577
"ascorr" 1 50 100 1 3 14230
"ascorr" 1 50 100 2 3 6
"ascorr" 1 50 100 3 3 643733
"uncorr" 1 50 500 9 3 1
"ascorr" 1 50 100 4 3 18309577
"ascorr" 1 50 100 5 3 6126
"ascorr" 1 50 100 6 3 3059775
"ascorr" 1 50 100 7 3 48
"ascorr" 1 50 100 8 3 2848302
"ascorr" 1 50 100 9 3 139272143
"ascorr" 1 50 100 10 3 1361854
"ascorr" 1 50 100 11 3 33184
"ascorr" 1 50 100 1 4 1
"ascorr" 1 50 100 2 4 1
"uncorr" 1 50 500 10 3 1
"ascorr" 1 50 100 3 4 112180
"ascorr" 1 50 100 4 4 18714
"ascorr" 1 50 100 5 4 2662
"ascorr" 1 50 100 6 4 26881
"ascorr" 1 50 100 7 4 1943838
"ascorr" 1 50 100 8 4 28826
"ascorr" 1 50 100 9 4 1988
"ascorr" 1 50 100 10 4 123860
"ascorr" 1 50 100 11 4 7264
"ascorr" 1 50 100 1 5 20
"uncorr" 1 50 500 11 3 1
"ascorr" 1 50 100 2 5 1255
"ascorr" 1 50 100 3 5 231354
"ascorr" 1 50 100 4 5 33756815
"ascorr" 1 50 100 5 5 9875
"ascorr" 1 50 100 6 5 82513
"ascorr" 1 50 100 7 5 331
"ascorr" 1 50 100 8 5 3749506
"ascorr" 1 50 100 9 5 230443
"ascorr" 1 50 100 10 5 151553
"ascorr" 1 50 100 11 5 21511
"uncorr" 1 50 500 1 4 2
"ascorr" 1 50 100 1 6 28
"ascorr" 1 50 100 2 6 31
"ascorr" 1 50 100 3 6 128
"ascorr" 1 50 100 4 6 8313
"ascorr" 1 50 100 5 6 111
"ascorr" 1 50 100 6 6 103031600
"ascorr" 1 50 100 7 6 22954001
"ascorr" 1 50 100 8 6 690971127
"ascorr" 1 50 100 9 6 10
"ascorr" 1 50 100 10 6 13956
"uncorr" 1 50 500 2 4 5
"ascorr" 1 50 100 11 6 1420
"ascorr" 1 50 100 1 7 325
"ascorr" 1 50 100 2 7 26597
"ascorr" 1 50 100 3 7 113455
"ascorr" 1 50 100 4 7 1608046
"ascorr" 1 50 100 5 7 389
"ascorr" 1 50 100 6 7 3
"ascorr" 1 50 100 7 7 11
"ascorr" 1 50 100 8 7 7235898
"ascorr" 1 50 100 9 7 152869789
"uncorr" 1 50 50 10 23 1
"uncorr" 1 50 500 3 4 14
"ascorr" 1 50 100 10 7 12229
"ascorr" 1 50 100 11 7 13190
"ascorr" 1 50 100 1 8 2579
"ascorr" 1 50 100 2 8 10245
"ascorr" 1 50 100 3 8 8210
"ascorr" 1 50 100 4 8 10342
"ascorr" 1 50 100 5 8 4506130
"ascorr" 1 50 100 6 8 1381225
"ascorr" 1 50 100 7 8 349
"ascorr" 1 50 100 8 8 37821
"uncorr" 1 50 500 4 4 41
"ascorr" 1 50 100 9 8 669748
"ascorr" 1 50 100 10 8 11848
"ascorr" 1 50 100 11 8 17462
"ascorr" 1 50 100 1 9 21
"ascorr" 1 50 100 2 9 45291
"ascorr" 1 50 100 3 9 32702
"ascorr" 1 50 100 4 9 277724
"ascorr" 1 50 100 5 9 6
"ascorr" 1 50 100 6 9 2372
"ascorr" 1 50 100 7 9 40605
"uncorr" 1 50 500 5 4 15
"ascorr" 1 50 100 8 9 2370
"ascorr" 1 50 100 9 9 1112524
"ascorr" 1 50 100 10 9 683
"ascorr" 1 50 100 11 9 25297
"ascorr" 1 50 100 1 10 598
"ascorr" 1 50 100 2 10 76
"ascorr" 1 50 100 3 10 2
"ascorr" 1 50 100 4 10 760
"ascorr" 1 50 100 5 10 29580
"ascorr" 1 50 100 6 10 1
"uncorr" 1 50 500 6 4 224
"ascorr" 1 50 100 7 10 10
"ascorr" 1 50 100 8 10 698647501
"ascorr" 1 50 100 9 10 144360
"ascorr" 1 50 100 10 10 1493479
"ascorr" 1 50 100 11 10 30156
"ascorr" 1 50 100 1 11 4
"ascorr" 1 50 100 2 11 48
"ascorr" 1 50 100 3 11 329
"ascorr" 1 50 100 4 11 636
"ascorr" 1 50 100 5 11 7651112
"uncorr" 1 50 500 7 4 8
"ascorr" 1 50 100 6 11 356
"ascorr" 1 50 100 7 11 338
"ascorr" 1 50 100 8 11 688
"ascorr" 1 50 100 9 11 124
"ascorr" 1 50 100 10 11 4540
"ascorr" 1 50 100 11 11 38555
"ascorr" 1 50 100 1 12 42
"ascorr" 1 50 100 2 12 686
"ascorr" 1 50 100 3 12 33
"ascorr" 1 50 100 4 12 546
"uncorr" 1 50 500 8 4 23
"ascorr" 1 50 100 5 12 214
"ascorr" 1 50 100 6 12 4109463
"ascorr" 1 50 100 7 12 319411
"ascorr" 1 50 100 8 12 6728350
"ascorr" 1 50 100 9 12 131913
"ascorr" 1 50 100 10 12 11
"ascorr" 1 50 100 11 12 10060
"ascorr" 1 50 100 1 13 120
"ascorr" 1 50 100 2 13 523
"ascorr" 1 50 100 3 13 99386
"uncorr" 1 50 500 9 4 30
"ascorr" 1 50 100 4 13 41671
"ascorr" 1 50 100 5 13 181
"ascorr" 1 50 100 6 13 20353
"ascorr" 1 50 100 7 13 3082315
"ascorr" 1 50 100 8 13 589
"ascorr" 1 50 100 9 13 95
"ascorr" 1 50 100 10 13 1866
"ascorr" 1 50 100 11 13 11353
"ascorr" 1 50 100 1 14 5
"ascorr" 1 50 100 2 14 672582
"uncorr" 1 50 500 10 4 4
"ascorr" 1 50 100 3 14 39831
"ascorr" 1 50 100 4 14 2068572
"ascorr" 1 50 100 5 14 107377
"ascorr" 1 50 100 6 14 1852604
"ascorr" 1 50 100 7 14 1093
"ascorr" 1 50 100 8 14 2445107
"ascorr" 1 50 100 9 14 44791
"ascorr" 1 50 100 10 14 49312
"ascorr" 1 50 100 11 14 4409
"ascorr" 1 50 100 1 15 488
"uncorr" 1 50 500 11 4 22
"ascorr" 1 50 100 2 15 4
"ascorr" 1 50 100 3 15 9022
"ascorr" 1 50 100 4 15 307548
"ascorr" 1 50 100 5 15 147322
"ascorr" 1 50 100 6 15 79551
"ascorr" 1 50 100 7 15 26
"ascorr" 1 50 100 8 15 1
"ascorr" 1 50 100 9 15 23887
"ascorr" 1 50 100 10 15 10974
"ascorr" 1 50 100 11 15 33185
"uncorr" 1 50 500 1 5 7
"ascorr" 1 50 100 1 16 46
"ascorr" 1 50 100 2 16 104
"ascorr" 1 50 100 3 16 7873
"ascorr" 1 50 100 4 16 11533
"ascorr" 1 50 100 5 16 26704
"ascorr" 1 50 100 6 16 21
"ascorr" 1 50 100 7 16 1267
"ascorr" 1 50 100 8 16 1978940
"ascorr" 1 50 100 9 16 120
"ascorr" 1 50 100 10 16 1831
"uncorr" 1 50 50 11 23 1
"uncorr" 1 50 500 2 5 5
"ascorr" 1 50 100 11 16 17005
"ascorr" 1 50 100 1 17 7478
"ascorr" 1 50 100 2 17 435
"ascorr" 1 50 100 3 17 60397
"ascorr" 1 50 100 4 17 497916
"ascorr" 1 50 100 5 17 2685
"ascorr" 1 50 100 6 17 24
"ascorr" 1 50 100 7 17 1338
"ascorr" 1 50 100 8 17 359384
"ascorr" 1 50 100 9 17 3523422
"uncorr" 1 50 500 3 5 2
"ascorr" 1 50 100 10 17 3531875
"ascorr" 1 50 100 11 17 739
"ascorr" 1 50 100 1 18 4068
"ascorr" 1 50 100 2 18 39476
"ascorr" 1 50 100 3 18 211
"ascorr" 1 50 100 4 18 34256
"ascorr" 1 50 100 5 18 22733
"ascorr" 1 50 100 6 18 103410
"ascorr" 1 50 100 7 18 139
"ascorr" 1 50 100 8 18 113
"uncorr" 1 50 500 4 5 8
"ascorr" 1 50 100 9 18 630612
"ascorr" 1 50 100 10 18 536481
"ascorr" 1 50 100 11 18 22934
"ascorr" 1 50 100 1 19 126
"ascorr" 1 50 100 2 19 1
"ascorr" 1 50 100 3 19 3342746
"ascorr" 1 50 100 4 19 1135627
"ascorr" 1 50 100 5 19 306772
"ascorr" 1 50 100 6 19 9772
"ascorr" 1 50 100 7 19 2832
"uncorr" 1 50 500 5 5 10
"ascorr" 1 50 100 8 19 6175801
"ascorr" 1 50 100 9 19 172029
"ascorr" 1 50 100 10 19 149981
"ascorr" 1 50 100 11 19 8
"ascorr" 1 50 100 1 20 12083
"ascorr" 1 50 100 2 20 1031
"ascorr" 1 50 100 3 20 24
"ascorr" 1 50 100 4 20 7135
"ascorr" 1 50 100 5 20 419082
"ascorr" 1 50 100 6 20 41200597
"uncorr" 1 50 500 6 5 21
"ascorr" 1 50 100 7 20 23069
"ascorr" 1 50 100 8 20 196
"ascorr" 1 50 100 9 20 1028831
"ascorr" 1 50 100 10 20 1764
"ascorr" 1 50 100 11 20 13348
"ascorr" 1 50 100 1 21 15
"ascorr" 1 50 100 2 21 202741
"ascorr" 1 50 100 3 21 126462
"ascorr" 1 50 100 4 21 44596
"ascorr" 1 50 100 5 21 1135039
"uncorr" 1 50 500 7 5 9
"ascorr" 1 50 100 6 21 11729
"ascorr" 1 50 100 7 21 4305594
"ascorr" 1 50 100 8 21 14925762
"ascorr" 1 50 100 9 21 8824918
"ascorr" 1 50 100 10 21 299817
"ascorr" 1 50 100 11 21 34670
"ascorr" 1 50 100 1 22 169
"ascorr" 1 50 100 2 22 12890
"ascorr" 1 50 100 3 22 62
"ascorr" 1 50 100 4 22 1786139
"uncorr" 1 50 500 8 5 4
"ascorr" 1 50 100 5 22 2948
"ascorr" 1 50 100 6 22 16067402
"ascorr" 1 50 100 7 22 8117978
"ascorr" 1 50 100 8 22 453
"ascorr" 1 50 100 9 22 7716298
"ascorr" 1 50 100 10 22 9978
"ascorr" 1 50 100 11 22 16442
"ascorr" 1 50 100 1 23 497
"ascorr" 1 50 100 2 23 231
"ascorr" 1 50 100 3 23 2
"uncorr" 1 50 500 9 5 2
"ascorr" 1 50 100 4 23 449
"ascorr" 1 50 100 5 23 170
"ascorr" 1 50 100 6 23 498334
"ascorr" 1 50 100 7 23 911
"ascorr" 1 50 100 8 23 11
"ascorr" 1 50 100 9 23 8
"ascorr" 1 50 100 10 23 7495
"ascorr" 1 50 100 11 23 21183
"ascorr" 1 50 100 1 24 2893
"ascorr" 1 50 100 2 24 34172
"uncorr" 1 50 500 10 5 25
"ascorr" 1 50 100 3 24 31129
"ascorr" 1 50 100 4 24 117721
"ascorr" 1 50 100 5 24 4718
"ascorr" 1 50 100 6 24 1507975
"ascorr" 1 50 100 7 24 7065
"ascorr" 1 50 100 8 24 104209
"ascorr" 1 50 100 9 24 1349361
"ascorr" 1 50 100 10 24 226
"ascorr" 1 50 100 11 24 27439
"ascorr" 1 50 100 1 25 73
"uncorr" 1 50 500 11 5 18
"ascorr" 1 50 100 2 25 1
"ascorr" 1 50 100 3 25 477
"ascorr" 1 50 100 4 25 8261826
"ascorr" 1 50 100 5 25 128
"ascorr" 1 50 100 6 25 44930
"ascorr" 1 50 100 7 25 3551
"ascorr" 1 50 100 8 25 2553
"ascorr" 1 50 100 9 25 39294553
"ascorr" 1 50 100 10 25 51180
"ascorr" 1 50 100 11 25 35390
"uncorr" 1 50 50 1 24 1
"uncorr" 1 50 500 1 6 4
"ascorr" 1 50 150 1 1 508
"ascorr" 1 50 150 2 1 68472
"ascorr" 1 50 150 3 1 1277907
"ascorr" 1 50 150 4 1 481366145
"ascorr" 1 50 150 5 1 144102
"ascorr" 1 50 150 6 1 153782094
"ascorr" 1 50 150 7 1 4843
"ascorr" 1 50 150 8 1 63108
"ascorr" 1 50 150 9 1 169966
"ascorr" 1 50 150 10 1 228855
"uncorr" 1 50 500 2 6 1
"ascorr" 1 50 150 11 1 49855767
"ascorr" 1 50 150 1 2 923616
"ascorr" 1 50 150 2 2 19
"ascorr" 1 50 150 3 2 309798
"ascorr" 1 50 150 4 2 95386
"ascorr" 1 50 150 5 2 40127
"ascorr" 1 50 150 6 2 59332272
"ascorr" 1 50 150 7 2 98405961
"ascorr" 1 50 150 8 2 4824
"ascorr" 1 50 150 9 2 6057903
"uncorr" 1 50 500 3 6 10
"ascorr" 1 50 150 10 2 585900
"ascorr" 1 50 150 11 2 1102082
"ascorr" 1 50 150 1 3 192
"ascorr" 1 50 150 2 3 62174
"ascorr" 1 50 150 3 3 572
"ascorr" 1 50 150 4 3 100051808
"ascorr" 1 50 150 5 3 7304296
"ascorr" 1 50 150 6 3 1194
"ascorr" 1 50 150 7 3 155064
"ascorr" 1 50 150 8 3 380632990
"uncorr" 1 50 500 4 6 7
"ascorr" 1 50 150 9 3 8933349
"ascorr" 1 50 150 10 3 1733620
"ascorr" 1 50 150 11 3 4200179
"ascorr" 1 50 150 1 4 1675
"ascorr" 1 50 150 2 4 100144
"ascorr" 1 50 150 3 4 533243
"ascorr" 1 50 150 4 4 13038
"ascorr" 1 50 150 5 4 1176585
"ascorr" 1 50 150 6 4 98294
"ascorr" 1 50 150 7 4 129883246
"uncorr" 1 50 500 5 6 43
"ascorr" 1 50 150 8 4 247
"ascorr" 1 50 150 9 4 2708043706
"ascorr" 1 50 150 10 4 10601721991
"ascorr" 1 50 150 11 4 355821
"ascorr" 1 50 150 1 5 56292
"ascorr" 1 50 150 2 5 2342137
"ascorr" 1 50 150 3 5 6179186
"ascorr" 1 50 150 4 5 326
"ascorr" 1 50 150 5 5 309096
"ascorr" 1 50 150 6 5 9481927
"uncorr" 1 50 500 6 6 3
"ascorr" 1 50 150 7 5 4
"ascorr" 1 50 150 8 5 1219748729
"ascorr" 1 50 150 9 5 6467005713
"ascorr" 1 50 150 10 5 61
"ascorr" 1 50 150 11 5 367382
"ascorr" 1 50 150 1 6 20505
"ascorr" 1 50 150 2 6 408813
"ascorr" 1 50 150 3 6 4317882
"ascorr" 1 50 150 4 6 56
"ascorr" 1 50 150 5 6 6773
"uncorr" 1 50 500 7 6 28
"ascorr" 1 50 150 6 6 16534
"ascorr" 1 50 150 7 6 5078747
"ascorr" 1 50 150 8 6 9071671
"ascorr" 1 50 150 9 6 6801455276
"ascorr" 1 50 150 10 6 555
"ascorr" 1 50 150 11 6 97323788
"ascorr" 1 50 150 1 7 23294
"ascorr" 1 50 150 2 7 7
"ascorr" 1 50 150 3 7 3
"ascorr" 1 50 150 4 7 11423162
"uncorr" 1 50 500 8 6 13
"ascorr" 1 50 150 5 7 2
"ascorr" 1 50 150 6 7 110
"ascorr" 1 50 150 7 7 2480408
"ascorr" 1 50 150 8 7 11487025
"ascorr" 1 50 150 9 7 182698840
"ascorr" 1 50 150 10 7 197799148
"ascorr" 1 50 150 11 7 257713
"ascorr" 1 50 150 1 8 3957
"ascorr" 1 50 150 2 8 88097
"ascorr" 1 50 150 3 8 63053
"uncorr" 1 50 500 9 6 12
"ascorr" 1 50 150 4 8 5113201
"ascorr" 1 50 150 5 8 54958
"ascorr" 1 50 150 6 8 6535785
"ascorr" 1 50 150 7 8 763357
"ascorr" 1 50 150 8 8 20595394
"ascorr" 1 50 150 9 8 328875597
"ascorr" 1 50 150 10 8 107328
"ascorr" 1 50 150 11 8 2707814
"ascorr" 1 50 150 1 9 49
"ascorr" 1 50 150 2 9 91
"uncorr" 1 50 500 10 6 1
"ascorr" 1 50 150 3 9 20
"ascorr" 1 50 150 4 9 730178
"ascorr" 1 50 150 5 9 6934840
"ascorr" 1 50 150 6 9 340822158
"ascorr" 1 50 150 7 9 12
"ascorr" 1 50 150 8 9 28308363
"ascorr" 1 50 150 9 9 142
"ascorr" 1 50 150 10 9 781549
"ascorr" 1 50 150 11 9 134271
"ascorr" 1 50 150 1 10 173716
"uncorr" 1 50 50 2 24 1
"uncorr" 1 50 500 11 6 8
"ascorr" 1 50 150 2 10 283052
"ascorr" 1 50 150 3 10 1579749
"ascorr" 1 50 150 4 10 58
"ascorr" 1 50 150 5 10 5566847
"ascorr" 1 50 150 6 10 1344
"ascorr" 1 50 150 7 10 1432903229
"ascorr" 1 50 150 8 10 257096
"ascorr" 1 50 150 9 10 62224047449
"ascorr" 1 50 150 10 10 33374404
"ascorr" 1 50 150 11 10 1796115
"uncorr" 1 50 500 1 7 6
"ascorr" 1 50 150 1 11 2719199
"ascorr" 1 50 150 2 11 6
"ascorr" 1 50 150 3 11 10458798
"ascorr" 1 50 150 4 11 159680
"ascorr" 1 50 150 5 11 5318
"ascorr" 1 50 150 6 11 50612
"ascorr" 1 50 150 7 11 226066167
"ascorr" 1 50 150 8 11 28586498184
"ascorr" 1 50 150 9 11 14631506
"ascorr" 1 50 150 10 11 514025353
"uncorr" 1 50 500 2 7 16
"ascorr" 1 50 150 11 11 793167
"ascorr" 1 50 150 1 12 122812
"ascorr" 1 50 150 2 12 1601512
"ascorr" 1 50 150 3 12 137
"ascorr" 1 50 150 4 12 420
"ascorr" 1 50 150 5 12 1162404412
"ascorr" 1 50 150 6 12 274324
"ascorr" 1 50 150 7 12 271327078
"ascorr" 1 50 150 8 12 181016323
"ascorr" 1 50 150 9 12 3155606044
"uncorr" 1 50 500 3 7 2
"ascorr" 1 50 150 10 12 79964
"ascorr" 1 50 150 11 12 632274
"ascorr" 1 50 150 1 13 163226
"ascorr" 1 50 150 2 13 42485
"ascorr" 1 50 150 3 13 504097
"ascorr" 1 50 150 4 13 36
"ascorr" 1 50 150 5 13 860198
"ascorr" 1 50 150 6 13 10056240
"ascorr" 1 50 150 7 13 1151764
"ascorr" 1 50 150 8 13 12330
"uncorr" 1 50 500 4 7 26
"ascorr" 1 50 150 9 13 3171507358
"ascorr" 1 50 150 10 13 22285
"ascorr" 1 50 150 11 13 1512860
"ascorr" 1 50 150 1 14 2268
"ascorr" 1 50 150 2 14 625907
"ascorr" 1 50 150 3 14 3
"ascorr" 1 50 150 4 14 46582
"ascorr" 1 50 150 5 14 3788653
"ascorr" 1 50 150 6 14 137533026
"ascorr" 1 50 150 7 14 37540028
"uncorr" 1 50 500 5 7 6
"ascorr" 1 50 150 8 14 434233
"ascorr" 1 50 150 9 14 2918703
"ascorr" 1 50 150 10 14 7783
"ascorr" 1 50 150 11 14 87348
"ascorr" 1 50 150 1 15 1199
"ascorr" 1 50 150 2 15 90825
"ascorr" 1 50 150 3 15 92181
"ascorr" 1 50 150 4 15 5152282
"ascorr" 1 50 150 5 15 8203
"ascorr" 1 50 150 6 15 16673
"uncorr" 1 50 500 6 7 1
"ascorr" 1 50 150 7 15 7067972
"ascorr" 1 50 150 8 15 506835
"ascorr" 1 50 150 9 15 78940785
"ascorr" 1 50 150 10 15 2417350
"ascorr" 1 50 150 11 15 1969483
"ascorr" 1 50 150 1 16 1
"ascorr" 1 50 150 2 16 220
"ascorr" 1 50 150 3 16 58596
"ascorr" 1 50 150 4 16 12161826
"ascorr" 1 50 150 5 16 1
"uncorr" 1 50 500 7 7 5
"ascorr" 1 50 150 6 16 15417
"ascorr" 1 50 150 7 16 134322389
"ascorr" 1 50 150 8 16 374802837
"ascorr" 1 50 150 9 16 1318867574
"ascorr" 1 50 150 10 16 186263
"ascorr" 1 50 150 11 16 1967998
"ascorr" 1 50 150 1 17 24422
"ascorr" 1 50 150 2 17 4866
"ascorr" 1 50 150 3 17 2569183
"ascorr" 1 50 150 4 17 142857
"uncorr" 1 50 500 8 7 12
"ascorr" 1 50 150 5 17 1146610
"ascorr" 1 50 150 6 17 19811
"ascorr" 1 50 150 7 17 401820771
"ascorr" 1 50 150 8 17 35340
"ascorr" 1 50 150 9 17 814
"ascorr" 1 50 150 10 17 1
"ascorr" 1 50 150 11 17 3802456
"ascorr" 1 50 150 1 18 8
"ascorr" 1 50 150 2 18 153
"ascorr" 1 50 150 3 18 148812
"uncorr" 1 50 500 9 7 1
"ascorr" 1 50 150 4 18 1216
"ascorr" 1 50 150 5 18 15690494
"ascorr" 1 50 150 6 18 815735
"ascorr" 1 50 150 7 18 256233822
"ascorr" 1 50 150 8 18 18474298883
"ascorr" 1 50 150 9 18 4363
"ascorr" 1 50 150 10 18 1515
"ascorr" 1 50 150 11 18 1279108
"ascorr" 1 50 150 1 19 84
"ascorr" 1 50 150 2 19 358
"uncorr" 1 50 50 3 24 1
"uncorr" 1 50 500 10 7 16
"ascorr" 1 50 150 3 19 484883
"ascorr" 1 50 150 4 19 418
"ascorr" 1 50 150 5 19 22723
"ascorr" 1 50 150 6 19 143436
"ascorr" 1 50 150 7 19 4565
"ascorr" 1 50 150 8 19 276425076
"ascorr" 1 50 150 9 19 60907
"ascorr" 1 50 150 10 19 465
"ascorr" 1 50 150 11 19 737684
"ascorr" 1 50 150 1 20 94
"uncorr" 1 50 500 11 7 4
"ascorr" 1 50 150 2 20 38
"ascorr" 1 50 150 3 20 55451570
"ascorr" 1 50 150 4 20 75837
"ascorr" 1 50 150 5 20 77382
"ascorr" 1 50 150 6 20 6536468
"ascorr" 1 50 150 7 20 38076730
"ascorr" 1 50 150 8 20 90570434
"ascorr" 1 50 150 9 20 781027202
"ascorr" 1 50 150 10 20 31261832
"ascorr" 1 50 150 11 20 2719672
"uncorr" 1 50 500 1 8 19
"ascorr" 1 50 150 1 21 82
"ascorr" 1 50 150 2 21 90191
"ascorr" 1 50 150 3 21 207013
"ascorr" 1 50 150 4 21 4427514
"ascorr" 1 50 150 5 21 24845
"ascorr" 1 50 150 6 21 18272
"ascorr" 1 50 150 7 21 12061823
"ascorr" 1 50 150 8 21 87429532
"ascorr" 1 50 150 9 21 563033013
"ascorr" 1 50 150 10 21 375874655
"uncorr" 1 50 500 2 8 8
"ascorr" 1 50 150 11 21 500985
"ascorr" 1 50 150 1 22 147432
"ascorr" 1 50 150 2 22 6822164
"ascorr" 1 50 150 3 22 95
"ascorr" 1 50 150 4 22 106959
"ascorr" 1 50 150 5 22 231501157
"ascorr" 1 50 150 6 22 43425
"ascorr" 1 50 150 7 22 279452637
"ascorr" 1 50 150 8 22 23671
"ascorr" 1 50 150 9 22 271513
"uncorr" 1 50 500 3 8 6
"ascorr" 1 50 150 10 22 18
"ascorr" 1 50 150 11 22 1993395
"ascorr" 1 50 150 1 23 31698
"ascorr" 1 50 150 2 23 568
"ascorr" 1 50 150 3 23 109834989
"ascorr" 1 50 150 4 23 147574526
"ascorr" 1 50 150 5 23 96481090
"ascorr" 1 50 150 6 23 19984
"ascorr" 1 50 150 7 23 7482899
"ascorr" 1 50 150 8 23 126728
"uncorr" 1 50 500 4 8 32
"ascorr" 1 50 150 9 23 120184759
"ascorr" 1 50 150 10 23 20067059
"ascorr" 1 50 150 11 23 212618030
