"generator" "L" "R" "n" "h" "run" "nsols"
"ascorr" 1 250 100 2 25 1
"ascorr" 1 250 100 3 25 292774
"ascorr" 1 250 100 4 25 2
"ascorr" 1 250 100 5 25 15840
"ascorr" 1 250 100 6 25 2806
"ascorr" 1 250 100 7 25 16711
"ascorr" 1 250 100 8 25 131548
"ascorr" 1 250 100 9 25 2693
"ascorr" 1 250 100 10 25 43443
"ascorr" 1 250 100 11 25 8056
"uncorr" 1 50 100 1 4 1
"uncorr" 1 100 100 1 6 1
"ascorr" 1 250 150 1 1 101
"ascorr" 1 250 150 2 1 501
"ascorr" 1 250 150 3 1 4723
"ascorr" 1 250 150 4 1 150106
"ascorr" 1 250 150 5 1 665645
"ascorr" 1 250 150 6 1 177282
"ascorr" 1 250 150 7 1 10
"ascorr" 1 250 150 8 1 5619676
"ascorr" 1 250 150 9 1 363979
"ascorr" 1 250 150 10 1 216112983
"uncorr" 1 100 100 2 6 1
"ascorr" 1 250 150 11 1 34569
"ascorr" 1 250 150 1 2 25
"ascorr" 1 250 150 2 2 38
"ascorr" 1 250 150 3 2 548598
"ascorr" 1 250 150 4 2 486454
"ascorr" 1 250 150 5 2 1
"ascorr" 1 250 150 6 2 3592294
"ascorr" 1 250 150 7 2 371
"ascorr" 1 250 150 8 2 477485
"ascorr" 1 250 150 9 2 1306
"uncorr" 1 100 100 3 6 1
"ascorr" 1 250 150 10 2 310
"ascorr" 1 250 150 11 2 788122
"ascorr" 1 250 150 1 3 337
"ascorr" 1 250 150 2 3 117
"ascorr" 1 250 150 3 3 25622
"ascorr" 1 250 150 4 3 3909964
"ascorr" 1 250 150 5 3 630351
"ascorr" 1 250 150 6 3 21882
"ascorr" 1 250 150 7 3 15452822
"ascorr" 1 250 150 8 3 87563407
"uncorr" 1 100 100 4 6 1
"ascorr" 1 250 150 9 3 9387
"ascorr" 1 250 150 10 3 2581197
"ascorr" 1 250 150 11 3 40
"ascorr" 1 250 150 1 4 42259
"ascorr" 1 250 150 2 4 1423
"ascorr" 1 250 150 3 4 1190
"ascorr" 1 250 150 4 4 1522392
"ascorr" 1 250 150 5 4 82174724
"ascorr" 1 250 150 6 4 1651
"ascorr" 1 250 150 7 4 1
"uncorr" 1 100 100 5 6 1
"ascorr" 1 250 150 8 4 16513404457
"ascorr" 1 250 150 9 4 3201066884
"ascorr" 1 250 150 10 4 33601083
"ascorr" 1 250 150 11 4 505505
"ascorr" 1 250 150 1 5 11920
"ascorr" 1 250 150 2 5 25
"ascorr" 1 250 150 3 5 1338259
"ascorr" 1 250 150 4 5 608097
"ascorr" 1 250 150 5 5 276609
"ascorr" 1 250 150 6 5 583
"uncorr" 1 100 100 6 6 3
"ascorr" 1 250 150 7 5 856601
"ascorr" 1 250 150 8 5 7435095
"ascorr" 1 250 150 9 5 265059496
"ascorr" 1 250 150 10 5 4363
"ascorr" 1 250 150 11 5 79577
"ascorr" 1 250 150 1 6 31
"ascorr" 1 250 150 2 6 867494
"ascorr" 1 250 150 3 6 44861
"ascorr" 1 250 150 4 6 6741676
"ascorr" 1 250 150 5 6 4067101
"uncorr" 1 100 100 7 6 2
"ascorr" 1 250 150 6 6 674673869
"ascorr" 1 250 150 7 6 3445
"ascorr" 1 250 150 8 6 2738
"ascorr" 1 250 150 9 6 16
"ascorr" 1 250 150 10 6 21626
"ascorr" 1 250 150 11 6 37
"ascorr" 1 250 150 1 7 5583
"ascorr" 1 250 150 2 7 1541
"ascorr" 1 250 150 3 7 1
"ascorr" 1 250 150 4 7 28184
"uncorr" 1 100 100 8 6 2
"ascorr" 1 250 150 5 7 1492273
"ascorr" 1 250 150 6 7 2022706
"ascorr" 1 250 150 7 7 109
"ascorr" 1 250 150 8 7 1150620427
"ascorr" 1 250 150 9 7 6
"ascorr" 1 250 150 10 7 80663274
"ascorr" 1 250 150 11 7 24567
"ascorr" 1 250 150 1 8 1
"ascorr" 1 250 150 2 8 20951
"ascorr" 1 250 150 3 8 1
"uncorr" 1 100 100 9 6 2
"ascorr" 1 250 150 4 8 20032544
"ascorr" 1 250 150 5 8 5043468
"ascorr" 1 250 150 6 8 1042618
"ascorr" 1 250 150 7 8 1014803
"ascorr" 1 250 150 8 8 224857181
"ascorr" 1 250 150 9 8 245730725
"ascorr" 1 250 150 10 8 11683647
"ascorr" 1 250 150 11 8 154080
"ascorr" 1 250 150 1 9 181
"ascorr" 1 250 150 2 9 2380023
"uncorr" 1 100 100 10 6 1
"ascorr" 1 250 150 3 9 21602
"ascorr" 1 250 150 4 9 204456
"ascorr" 1 250 150 5 9 176311
"ascorr" 1 250 150 6 9 442127
"ascorr" 1 250 150 7 9 6348
"ascorr" 1 250 150 8 9 5560
"ascorr" 1 250 150 9 9 4773772
"ascorr" 1 250 150 10 9 360498
"ascorr" 1 250 150 11 9 45573
"ascorr" 1 250 150 1 10 1
"uncorr" 1 50 100 2 4 1
"uncorr" 1 100 100 11 6 3
"ascorr" 1 250 150 2 10 1
"ascorr" 1 250 150 3 10 14746
"ascorr" 1 250 150 4 10 255514
"ascorr" 1 250 150 5 10 1
"ascorr" 1 250 150 6 10 56990576
"ascorr" 1 250 150 7 10 8154196
"ascorr" 1 250 150 8 10 366318973
"ascorr" 1 250 150 9 10 122775372
"ascorr" 1 250 150 10 10 1029479
"ascorr" 1 250 150 11 10 14832
"uncorr" 1 100 100 1 7 2
"ascorr" 1 250 150 1 11 48
"ascorr" 1 250 150 2 11 132897
"ascorr" 1 250 150 3 11 201283
"ascorr" 1 250 150 4 11 21611
"ascorr" 1 250 150 5 11 54938895
"ascorr" 1 250 150 6 11 100
"ascorr" 1 250 150 7 11 189
"ascorr" 1 250 150 8 11 268588914
"ascorr" 1 250 150 9 11 807916052
"ascorr" 1 250 150 10 11 1
"uncorr" 1 100 100 2 7 1
"ascorr" 1 250 150 11 11 265898
"ascorr" 1 250 150 1 12 1
"ascorr" 1 250 150 2 12 2
"ascorr" 1 250 150 3 12 1150
"ascorr" 1 250 150 4 12 150756
"ascorr" 1 250 150 5 12 257953
"ascorr" 1 250 150 6 12 12
"ascorr" 1 250 150 7 12 5195763774
"ascorr" 1 250 150 8 12 55671
"ascorr" 1 250 150 9 12 68495322876
"uncorr" 1 100 100 3 7 1
"ascorr" 1 250 150 10 12 2474882
"ascorr" 1 250 150 11 12 388248
"ascorr" 1 250 150 1 13 933
"ascorr" 1 250 150 2 13 74
"ascorr" 1 250 150 3 13 3392712
"ascorr" 1 250 150 4 13 5
"ascorr" 1 250 150 5 13 14871
"ascorr" 1 250 150 6 13 17
"ascorr" 1 250 150 7 13 33070465696
"ascorr" 1 250 150 8 13 1
"uncorr" 1 100 100 4 7 1
"ascorr" 1 250 150 9 13 228744
"ascorr" 1 250 150 10 13 182915195
"ascorr" 1 250 150 11 13 110356
"ascorr" 1 250 150 1 14 91298
"ascorr" 1 250 150 2 14 2337
"ascorr" 1 250 150 3 14 1016
"ascorr" 1 250 150 4 14 1659769
"ascorr" 1 250 150 5 14 15591
"ascorr" 1 250 150 6 14 718241568
"ascorr" 1 250 150 7 14 106158
"uncorr" 1 100 100 5 7 1
"ascorr" 1 250 150 8 14 54667
"ascorr" 1 250 150 9 14 27952
"ascorr" 1 250 150 10 14 12179
"ascorr" 1 250 150 11 14 341036
"ascorr" 1 250 150 1 15 4
"ascorr" 1 250 150 2 15 219
"ascorr" 1 250 150 3 15 75781621
"ascorr" 1 250 150 4 15 40227830
"ascorr" 1 250 150 5 15 118
"ascorr" 1 250 150 6 15 942892
"uncorr" 1 100 100 6 7 1
"ascorr" 1 250 150 7 15 186
"ascorr" 1 250 150 8 15 149060232
"ascorr" 1 250 150 9 15 182461475
"ascorr" 1 250 150 10 15 45510637
"ascorr" 1 250 150 11 15 212890
"ascorr" 1 250 150 1 16 1
"ascorr" 1 250 150 2 16 6025
"ascorr" 1 250 150 3 16 47
"ascorr" 1 250 150 4 16 147505
"ascorr" 1 250 150 5 16 24
"uncorr" 1 100 100 7 7 1
"ascorr" 1 250 150 6 16 660
"ascorr" 1 250 150 7 16 21
"ascorr" 1 250 150 8 16 241
"ascorr" 1 250 150 9 16 16402184
"ascorr" 1 250 150 10 16 1150779
"ascorr" 1 250 150 11 16 685221
"ascorr" 1 250 150 1 17 101
"ascorr" 1 250 150 2 17 961
"ascorr" 1 250 150 3 17 587
"ascorr" 1 250 150 4 17 590948736
"uncorr" 1 100 100 8 7 1
"ascorr" 1 250 150 5 17 95937350
"ascorr" 1 250 150 6 17 1061
"ascorr" 1 250 150 7 17 13065
"ascorr" 1 250 150 8 17 347440138
"ascorr" 1 250 150 9 17 17173
"ascorr" 1 250 150 10 17 2503985
"ascorr" 1 250 150 11 17 18601
"ascorr" 1 250 150 1 18 856
"ascorr" 1 250 150 2 18 732605
"ascorr" 1 250 150 3 18 2426
"uncorr" 1 100 100 9 7 1
"ascorr" 1 250 150 4 18 433505
"ascorr" 1 250 150 5 18 37551
"ascorr" 1 250 150 6 18 552390
"ascorr" 1 250 150 7 18 26916688
"ascorr" 1 250 150 8 18 216292873
"ascorr" 1 250 150 9 18 351
"ascorr" 1 250 150 10 18 225078
"ascorr" 1 250 150 11 18 419977
"ascorr" 1 250 150 1 19 21
"ascorr" 1 250 150 2 19 83
"uncorr" 1 50 50 10 3 1
"uncorr" 1 50 100 3 4 1
"uncorr" 1 100 100 10 7 1
"ascorr" 1 250 150 3 19 65329
"ascorr" 1 250 150 4 19 1642
"ascorr" 1 250 150 5 19 119954
"ascorr" 1 250 150 6 19 72
"ascorr" 1 250 150 7 19 23162
"ascorr" 1 250 150 8 19 956
"ascorr" 1 250 150 9 19 2137660468
"ascorr" 1 250 150 10 19 242505228
"ascorr" 1 250 150 11 19 262764
"ascorr" 1 250 150 1 20 100
"uncorr" 1 100 100 11 7 2
"ascorr" 1 250 150 2 20 592
"ascorr" 1 250 150 3 20 195064
"ascorr" 1 250 150 4 20 6982395
"ascorr" 1 250 150 5 20 503
"ascorr" 1 250 150 6 20 1654
"ascorr" 1 250 150 7 20 1351
"ascorr" 1 250 150 8 20 18
"ascorr" 1 250 150 9 20 7
"ascorr" 1 250 150 10 20 2139
"ascorr" 1 250 150 11 20 213152
"uncorr" 1 100 100 1 8 1
"ascorr" 1 250 150 1 21 2
"ascorr" 1 250 150 2 21 98372
"ascorr" 1 250 150 3 21 6
"ascorr" 1 250 150 4 21 13511
"ascorr" 1 250 150 5 21 759765
"ascorr" 1 250 150 6 21 152498168
"ascorr" 1 250 150 7 21 15209
"ascorr" 1 250 150 8 21 88837
"ascorr" 1 250 150 9 21 9836
"ascorr" 1 250 150 10 21 451622054
"uncorr" 1 100 100 2 8 1
"ascorr" 1 250 150 11 21 665330
"ascorr" 1 250 150 1 22 81
"ascorr" 1 250 150 2 22 2643
"ascorr" 1 250 150 3 22 10586
"ascorr" 1 250 150 4 22 2782255918
"ascorr" 1 250 150 5 22 71
"ascorr" 1 250 150 6 22 51665
"ascorr" 1 250 150 7 22 43191
"ascorr" 1 250 150 8 22 654156
"ascorr" 1 250 150 9 22 5890868
"uncorr" 1 100 100 3 8 1
"ascorr" 1 250 150 10 22 1777372465
"ascorr" 1 250 150 11 22 684549
"ascorr" 1 250 150 1 23 8
"ascorr" 1 250 150 2 23 256
"ascorr" 1 250 150 3 23 1274640
"ascorr" 1 250 150 4 23 302931
"ascorr" 1 250 150 5 23 15
"ascorr" 1 250 150 6 23 12
"ascorr" 1 250 150 7 23 167554402
"ascorr" 1 250 150 8 23 14977
"uncorr" 1 100 100 4 8 4
"ascorr" 1 250 150 9 23 6352828
"ascorr" 1 250 150 10 23 409836507
"ascorr" 1 250 150 11 23 439031
"ascorr" 1 250 150 1 24 988
"ascorr" 1 250 150 2 24 1
"ascorr" 1 250 150 3 24 2485538
"ascorr" 1 250 150 4 24 330651
"ascorr" 1 250 150 5 24 16563875
"ascorr" 1 250 150 6 24 53
"ascorr" 1 250 150 7 24 427642
"uncorr" 1 100 100 5 8 1
"ascorr" 1 250 150 8 24 670
"ascorr" 1 250 150 9 24 1236150347
"ascorr" 1 250 150 10 24 4510
"ascorr" 1 250 150 11 24 733101
"ascorr" 1 250 150 1 25 135
"ascorr" 1 250 150 2 25 38
"ascorr" 1 250 150 3 25 13346
"ascorr" 1 250 150 4 25 47271882
"ascorr" 1 250 150 5 25 4979
"ascorr" 1 250 150 6 25 195926
"uncorr" 1 100 100 6 8 1
"ascorr" 1 250 150 7 25 4401645
"ascorr" 1 250 150 8 25 2
"ascorr" 1 250 150 9 25 310002
"ascorr" 1 250 150 10 25 265377
"ascorr" 1 250 150 11 25 265426
"ascorr" 1 250 200 1 1 56430
"ascorr" 1 250 200 2 1 7063918
"ascorr" 1 250 200 3 1 65
"ascorr" 1 250 200 4 1 4146
"ascorr" 1 250 200 5 1 7078236
"uncorr" 1 100 100 7 8 1
"ascorr" 1 250 200 6 1 23327582378
"ascorr" 1 250 200 7 1 4634008755
"ascorr" 1 250 200 8 1 1079942
"ascorr" 1 250 200 9 1 130358934212
"ascorr" 1 250 200 10 1 147829249834
"ascorr" 1 250 200 11 1 11660791
"ascorr" 1 250 200 1 2 3647
"ascorr" 1 250 200 2 2 17
"ascorr" 1 250 200 3 2 1079015
"ascorr" 1 250 200 4 2 26174266
"uncorr" 1 100 100 8 8 1
"ascorr" 1 250 200 5 2 34518
"ascorr" 1 250 200 6 2 73
"ascorr" 1 250 200 7 2 12643
"ascorr" 1 250 200 8 2 1762881
"ascorr" 1 250 200 9 2 4888135765
"ascorr" 1 250 200 10 2 301201606
"ascorr" 1 250 200 11 2 2
"ascorr" 1 250 200 1 3 77458
"ascorr" 1 250 200 2 3 443003
"ascorr" 1 250 200 3 3 1093262
"uncorr" 1 50 100 4 4 1
"uncorr" 1 100 100 9 8 2
"ascorr" 1 250 200 4 3 20800
"ascorr" 1 250 200 5 3 22819415007
"ascorr" 1 250 200 6 3 372635353
"ascorr" 1 250 200 7 3 7
"ascorr" 1 250 200 8 3 7101
"ascorr" 1 250 200 9 3 3101378
"ascorr" 1 250 200 10 3 35576
"ascorr" 1 250 200 11 3 26477870
"ascorr" 1 250 200 1 4 49
"ascorr" 1 250 200 2 4 5478106
"uncorr" 1 100 100 10 8 1
"ascorr" 1 250 200 3 4 1142443
"ascorr" 1 250 200 4 4 305812233
"ascorr" 1 250 200 5 4 21672041
"ascorr" 1 250 200 6 4 8777613436
"ascorr" 1 250 200 7 4 35102667
"ascorr" 1 250 200 8 4 1350865
"ascorr" 1 250 200 9 4 21638003348234
"ascorr" 1 250 200 10 4 25733642
"ascorr" 1 250 200 11 4 18450976
"ascorr" 1 250 200 1 5 192526
"uncorr" 1 100 100 11 8 1
"ascorr" 1 250 200 2 5 545881823
"ascorr" 1 250 200 3 5 6355
"ascorr" 1 250 200 4 5 1319
"ascorr" 1 250 200 5 5 95241
"ascorr" 1 250 200 6 5 30290
"ascorr" 1 250 200 7 5 105890223120
"ascorr" 1 250 200 8 5 829973268
"ascorr" 1 250 200 9 5 40473441
"ascorr" 1 250 200 10 5 6522147943
"ascorr" 1 250 200 11 5 11597
"uncorr" 1 100 100 1 9 1
"ascorr" 1 250 200 1 6 577041
"ascorr" 1 250 200 2 6 172
"ascorr" 1 250 200 3 6 23706012
"ascorr" 1 250 200 4 6 56815354
"ascorr" 1 250 200 5 6 15220
"ascorr" 1 250 200 6 6 39391372
"ascorr" 1 250 200 7 6 33432
"ascorr" 1 250 200 8 6 507674
"ascorr" 1 250 200 9 6 7617239
"ascorr" 1 250 200 10 6 18000400043
"uncorr" 1 100 100 2 9 1
"ascorr" 1 250 200 11 6 777527
"ascorr" 1 250 200 1 7 19
"ascorr" 1 250 200 2 7 1064611
"ascorr" 1 250 200 3 7 28340
"ascorr" 1 250 200 4 7 697975
"ascorr" 1 250 200 5 7 1230717
"ascorr" 1 250 200 6 7 1556
"ascorr" 1 250 200 7 7 9278709463
"ascorr" 1 250 200 8 7 47
"ascorr" 1 250 200 9 7 9316130325
"uncorr" 1 100 100 3 9 1
"ascorr" 1 250 200 10 7 164292795
"ascorr" 1 250 200 11 7 58734900
"ascorr" 1 250 200 1 8 8663
"ascorr" 1 250 200 2 8 29
"ascorr" 1 250 200 3 8 2055
"ascorr" 1 250 200 4 8 7346844
"ascorr" 1 250 200 5 8 73292
"ascorr" 1 250 200 6 8 43971959
"ascorr" 1 250 200 7 8 1610496048
"ascorr" 1 250 200 8 8 35242557
"uncorr" 1 100 100 4 9 1
"ascorr" 1 250 200 9 8 47851706500
"ascorr" 1 250 200 10 8 320
"ascorr" 1 250 200 11 8 368236
"ascorr" 1 250 200 1 9 5712605
"ascorr" 1 250 200 2 9 3
"ascorr" 1 250 200 3 9 2858
"ascorr" 1 250 200 4 9 3890
"ascorr" 1 250 200 5 9 8144
"ascorr" 1 250 200 6 9 56
"ascorr" 1 250 200 7 9 194039695
"uncorr" 1 100 100 5 9 4
"ascorr" 1 250 200 8 9 352432261870
"ascorr" 1 250 200 9 9 59056073423
"ascorr" 1 250 200 10 9 191017299
"ascorr" 1 250 200 11 9 2300215
"ascorr" 1 250 200 1 10 608
"ascorr" 1 250 200 2 10 7
"ascorr" 1 250 200 3 10 198612617
"ascorr" 1 250 200 4 10 2
"ascorr" 1 250 200 5 10 442
"ascorr" 1 250 200 6 10 1094175267
"uncorr" 1 100 100 6 9 1
"ascorr" 1 250 200 7 10 137
"ascorr" 1 250 200 8 10 833163
"ascorr" 1 250 200 9 10 41416388
"ascorr" 1 250 200 10 10 6460873459
"ascorr" 1 250 200 11 10 15373293
"ascorr" 1 250 200 1 11 40
"ascorr" 1 250 200 2 11 3842485
"ascorr" 1 250 200 3 11 104
"ascorr" 1 250 200 4 11 122218213
"ascorr" 1 250 200 5 11 33284522
"uncorr" 1 100 100 7 9 1
"ascorr" 1 250 200 6 11 1837
"ascorr" 1 250 200 7 11 583703235
"ascorr" 1 250 200 8 11 126107600168
"ascorr" 1 250 200 9 11 73471217
"ascorr" 1 250 200 10 11 242
"ascorr" 1 250 200 11 11 25965
"ascorr" 1 250 200 1 12 1728845
"ascorr" 1 250 200 2 12 1
"ascorr" 1 250 200 3 12 10274298
"ascorr" 1 250 200 4 12 32682765
"uncorr" 1 50 100 5 4 1
"uncorr" 1 100 100 8 9 1
"ascorr" 1 250 200 5 12 635062
"ascorr" 1 250 200 6 12 15968
"ascorr" 1 250 200 7 12 2116
"ascorr" 1 250 200 8 12 41
"ascorr" 1 250 200 9 12 4
"ascorr" 1 250 200 10 12 41622587
"ascorr" 1 250 200 11 12 4082302
"ascorr" 1 250 200 1 13 4572
"ascorr" 1 250 200 2 13 3
"ascorr" 1 250 200 3 13 647
"uncorr" 1 100 100 9 9 1
"ascorr" 1 250 200 4 13 5507118
"ascorr" 1 250 200 5 13 1
"ascorr" 1 250 200 6 13 28
"ascorr" 1 250 200 7 13 37
"ascorr" 1 250 200 8 13 2825
"ascorr" 1 250 200 9 13 7595
"ascorr" 1 250 200 10 13 27727269
"ascorr" 1 250 200 11 13 6344303
"ascorr" 1 250 200 1 14 332480
"ascorr" 1 250 200 2 14 35034
"uncorr" 1 100 100 10 9 1
"ascorr" 1 250 200 3 14 400328
"ascorr" 1 250 200 4 14 16701702
"ascorr" 1 250 200 5 14 32135752
"ascorr" 1 250 200 6 14 5930669985
"ascorr" 1 250 200 7 14 429278
"ascorr" 1 250 200 8 14 19397085249
"ascorr" 1 250 200 9 14 77065
"ascorr" 1 250 200 10 14 66732561
"ascorr" 1 250 200 11 14 10384421
"ascorr" 1 250 200 1 15 531
"uncorr" 1 100 100 11 9 1
"ascorr" 1 250 200 2 15 18327
"ascorr" 1 250 200 3 15 10736
"ascorr" 1 250 200 4 15 239986698
"ascorr" 1 250 200 5 15 5709187
"ascorr" 1 250 200 6 15 50008
"ascorr" 1 250 200 7 15 1
"ascorr" 1 250 200 8 15 46119425
"ascorr" 1 250 200 9 15 3711120206908
"ascorr" 1 250 200 10 15 3231918383
"ascorr" 1 250 200 11 15 61642611
"uncorr" 1 100 100 1 10 2
"ascorr" 1 250 200 1 16 1778
"ascorr" 1 250 200 2 16 61
"ascorr" 1 250 200 3 16 161928016
"ascorr" 1 250 200 4 16 460742870
"ascorr" 1 250 200 5 16 733314
"ascorr" 1 250 200 6 16 28640072
"ascorr" 1 250 200 7 16 108884033
"ascorr" 1 250 200 8 16 323360825007
"ascorr" 1 250 200 9 16 3974
"ascorr" 1 250 200 10 16 93
"uncorr" 1 100 100 2 10 1
"ascorr" 1 250 200 11 16 47817146
"ascorr" 1 250 200 1 17 228612
"ascorr" 1 250 200 2 17 7
"ascorr" 1 250 200 3 17 25086132
"ascorr" 1 250 200 4 17 1351171
"ascorr" 1 250 200 5 17 9404081
"ascorr" 1 250 200 6 17 33873020741
"ascorr" 1 250 200 7 17 2222
"ascorr" 1 250 200 8 17 17
"ascorr" 1 250 200 9 17 18790881
"uncorr" 1 100 100 3 10 1
"ascorr" 1 250 200 10 17 3819
"ascorr" 1 250 200 11 17 1190
"ascorr" 1 250 200 1 18 347671
"ascorr" 1 250 200 2 18 2
"ascorr" 1 250 200 3 18 4714077
"ascorr" 1 250 200 4 18 64903521
"ascorr" 1 250 200 5 18 1217410776
"ascorr" 1 250 200 6 18 80263667
"ascorr" 1 250 200 7 18 14994971868
"ascorr" 1 250 200 8 18 845
"uncorr" 1 100 100 4 10 1
"ascorr" 1 250 200 9 18 91743
"ascorr" 1 250 200 10 18 32764848
"ascorr" 1 250 200 11 18 1574918790
"ascorr" 1 250 200 1 19 6064
"ascorr" 1 250 200 2 19 205747
"ascorr" 1 250 200 3 19 1738
"ascorr" 1 250 200 4 19 14240
"ascorr" 1 250 200 5 19 38003116
"ascorr" 1 250 200 6 19 131073342
"ascorr" 1 250 200 7 19 29145255641
"uncorr" 1 100 100 5 10 1
"ascorr" 1 250 200 8 19 34141638639
"ascorr" 1 250 200 9 19 136
"ascorr" 1 250 200 10 19 242841875
"ascorr" 1 250 200 11 19 9012239
"ascorr" 1 250 200 1 20 409117
"ascorr" 1 250 200 2 20 308007
"ascorr" 1 250 200 3 20 384
"ascorr" 1 250 200 4 20 3111142
"ascorr" 1 250 200 5 20 407974959
"ascorr" 1 250 200 6 20 1001907150
"uncorr" 1 100 100 6 10 1
"ascorr" 1 250 200 7 20 2616374
"ascorr" 1 250 200 8 20 1636710034
"ascorr" 1 250 200 9 20 17624
"ascorr" 1 250 200 10 20 4504
"ascorr" 1 250 200 11 20 12970790
"ascorr" 1 250 200 1 21 749393
"ascorr" 1 250 200 2 21 514272
"ascorr" 1 250 200 3 21 1
"ascorr" 1 250 200 4 21 49303382
"ascorr" 1 250 200 5 21 5541420
"uncorr" 1 50 100 6 4 1
"uncorr" 1 100 100 7 10 2
"ascorr" 1 250 200 6 21 11661047
"ascorr" 1 250 200 7 21 1
"ascorr" 1 250 200 8 21 206385
"ascorr" 1 250 200 9 21 308264380
"ascorr" 1 250 200 10 21 17870880
"ascorr" 1 250 200 11 21 41459060
"ascorr" 1 250 200 1 22 224
"ascorr" 1 250 200 2 22 35631
"ascorr" 1 250 200 3 22 117973
"ascorr" 1 250 200 4 22 117
"uncorr" 1 100 100 8 10 1
"ascorr" 1 250 200 5 22 20696043
"ascorr" 1 250 200 6 22 8358
"ascorr" 1 250 200 7 22 18304808
"ascorr" 1 250 200 8 22 341117
"ascorr" 1 250 200 9 22 65851819113
"ascorr" 1 250 200 10 22 685094496
"ascorr" 1 250 200 11 22 272209
"ascorr" 1 250 200 1 23 42002
"ascorr" 1 250 200 2 23 12641
"ascorr" 1 250 200 3 23 3900560
"uncorr" 1 100 100 9 10 1
"ascorr" 1 250 200 4 23 94708
"ascorr" 1 250 200 5 23 43345244
"ascorr" 1 250 200 6 23 280664
"ascorr" 1 250 200 7 23 180766639
"ascorr" 1 250 200 8 23 20685122339
"ascorr" 1 250 200 9 23 9518160
"ascorr" 1 250 200 10 23 8251547294
"ascorr" 1 250 200 11 23 434730
"ascorr" 1 250 200 1 24 590400
"ascorr" 1 250 200 2 24 710268
"uncorr" 1 100 100 10 10 1
"ascorr" 1 250 200 3 24 1161866
"ascorr" 1 250 200 4 24 151149
"ascorr" 1 250 200 5 24 173263
"ascorr" 1 250 200 6 24 190285927
"ascorr" 1 250 200 7 24 3849
"ascorr" 1 250 200 8 24 25851
"ascorr" 1 250 200 9 24 494494995362
"ascorr" 1 250 200 10 24 81390911043
"ascorr" 1 250 200 11 24 20
"ascorr" 1 250 200 1 25 662
"uncorr" 1 100 100 11 10 1
"ascorr" 1 250 200 2 25 3787398
"ascorr" 1 250 200 3 25 5468839
"ascorr" 1 250 200 4 25 4614
"ascorr" 1 250 200 5 25 15861814
"ascorr" 1 250 200 6 25 26257159
"ascorr" 1 250 200 7 25 304462467
"ascorr" 1 250 200 8 25 26540686
"ascorr" 1 250 200 9 25 106210199380
"ascorr" 1 250 200 10 25 7897487
"ascorr" 1 250 200 11 25 677033995
"uncorr" 1 100 100 1 11 1
"ascorr" 1 250 250 1 1 26
"ascorr" 1 250 250 2 1 24500
"ascorr" 1 250 250 3 1 4563509773
"ascorr" 1 250 250 4 1 2701973712
"ascorr" 1 250 250 5 1 216721002603
"ascorr" 1 250 250 6 1 46070732
"ascorr" 1 250 250 7 1 290326
"ascorr" 1 250 250 8 1 133400085283
"ascorr" 1 250 250 9 1 5
"ascorr" 1 250 250 10 1 19500349592
"uncorr" 1 100 100 2 11 2
"ascorr" 1 250 250 11 1 244614139
"ascorr" 1 250 250 1 2 16
"ascorr" 1 250 250 2 2 128688
"ascorr" 1 250 250 3 2 168055116
"ascorr" 1 250 250 4 2 486755
"ascorr" 1 250 250 5 2 10
"ascorr" 1 250 250 6 2 759832511
"ascorr" 1 250 250 7 2 3092258633
"ascorr" 1 250 250 8 2 12229
"ascorr" 1 250 250 9 2 22507
"uncorr" 1 100 100 3 11 2
"ascorr" 1 250 250 10 2 97174217
"ascorr" 1 250 250 11 2 71070153
"ascorr" 1 250 250 1 3 1
"ascorr" 1 250 250 2 3 683
"ascorr" 1 250 250 3 3 2657547
"ascorr" 1 250 250 4 3 3322613
"ascorr" 1 250 250 5 3 27236
"ascorr" 1 250 250 6 3 443280325580
"ascorr" 1 250 250 7 3 3867099740
"ascorr" 1 250 250 8 3 189561853636
"uncorr" 1 100 100 4 11 4
"ascorr" 1 250 250 9 3 6866334535915
"ascorr" 1 250 250 10 3 8518111922
"ascorr" 1 250 250 11 3 32121116
"ascorr" 1 250 250 1 4 1088634
"ascorr" 1 250 250 2 4 251637
"ascorr" 1 250 250 3 4 284612
"ascorr" 1 250 250 4 4 11007584
"ascorr" 1 250 250 5 4 52021
"ascorr" 1 250 250 6 4 1085999005
"ascorr" 1 250 250 7 4 6654543
"uncorr" 1 100 100 5 11 1
"ascorr" 1 250 250 8 4 143
"ascorr" 1 250 250 9 4 42213441224
"ascorr" 1 250 250 10 4 141142
"ascorr" 1 250 250 11 4 4908852
"ascorr" 1 250 250 1 5 92204
"ascorr" 1 250 250 2 5 78
"ascorr" 1 250 250 3 5 10428092
"ascorr" 1 250 250 4 5 34986
"ascorr" 1 250 250 5 5 3591
"ascorr" 1 250 250 6 5 212419940795
"uncorr" 1 50 100 7 4 1
"uncorr" 1 100 100 6 11 2
"ascorr" 1 250 250 7 5 43744840
"ascorr" 1 250 250 8 5 1013315557370
"ascorr" 1 250 250 9 5 19
"ascorr" 1 250 250 10 5 73
"ascorr" 1 250 250 11 5 531
"ascorr" 1 250 250 1 6 2377276
"ascorr" 1 250 250 2 6 1714718
"ascorr" 1 250 250 3 6 2195597
"ascorr" 1 250 250 4 6 253
"ascorr" 1 250 250 5 6 15065
"uncorr" 1 100 100 7 11 1
"ascorr" 1 250 250 6 6 1395399
"ascorr" 1 250 250 7 6 39407893729
